student_id,counsellor_note
STU07256,Multiple backlogs. Demotivated. Action plan discussed.
STU07257,Severe lack of attendance. Unresponsive to emails. Situation monitored.
STU07258,Needs to improve focus in class. Situation monitored.
STU07259,Student is performing well. Follow-up required.
STU07260,Monitor attendance next month. Action plan discussed.
STU07261,"Discussed minor career goals, doing fine. Follow-up required."
STU07262,Good academic-social balance. Action plan discussed.
STU07263,Student is performing well. Follow-up required.
STU07264,Good academic-social balance. Follow-up required.
STU07265,No major issues reported. Action plan discussed.
STU07266,No further action needed. Follow-up required.
STU07267,No further action needed. Action plan discussed.
STU07268,Needs to improve focus in class. Action plan discussed.
STU07269,Needs to improve focus in class. Follow-up required.
STU07270,"Discussed minor career goals, doing fine. Action plan discussed."
STU07271,Student expressed some stress regarding coursework. Follow-up required.
STU07272,No major issues reported. Follow-up required.
STU07273,Student is performing well. Situation monitored.
STU07274,"Discussed minor career goals, doing fine. Situation monitored."
STU07275,No further action needed. Follow-up required.
STU07276,Emergency contact notified. Situation monitored.
STU07277,Monitor attendance next month. Follow-up required.
STU07278,Good academic-social balance. Follow-up required.
STU07279,Student is performing well. Action plan discussed.
STU07280,No further action needed. Follow-up required.
STU07281,Monitor attendance next month. Action plan discussed.
STU07282,Severe lack of attendance. Unresponsive to emails. Follow-up required.
STU07283,No further action needed. Follow-up required.
STU07284,Student is performing well. Action plan discussed.
STU07285,Multiple backlogs. Demotivated. Situation monitored.
STU07286,"Working too many part-time hours, neglecting studies. Follow-up required."
STU07287,Participates actively in class. Follow-up required.
STU07288,No major issues reported. Action plan discussed.
STU07289,Monitor attendance next month. Action plan discussed.
STU07290,Student is performing well. Situation monitored.
STU07291,"Discussed minor career goals, doing fine. Follow-up required."
STU07292,Monitor attendance next month. Action plan discussed.
STU07293,Family concerns mentioned briefly. Follow-up required.
STU07294,No further action needed. Action plan discussed.
STU07295,Multiple backlogs. Demotivated. Follow-up required.
STU07296,No further action needed. Situation monitored.
STU07297,Family concerns mentioned briefly. Follow-up required.
STU07298,Participates actively in class. Follow-up required.
STU07299,Occasional absence noted. Follow-up required.
STU07300,Student expressed some stress regarding coursework. Follow-up required.
STU07301,Student is performing well. Situation monitored.
STU07302,Participates actively in class. Follow-up required.
STU07303,Mental health challenges affecting academics. Action plan discussed.
STU07304,No major issues reported. Situation monitored.
STU07305,Good academic-social balance. Situation monitored.
STU07306,"Discussed minor career goals, doing fine. Situation monitored."
STU07307,"Struggling slightly with core subjects, advised tutoring. Follow-up required."
STU07308,Participates actively in class. Situation monitored.
STU07309,No major issues reported. Follow-up required.
STU07310,No major issues reported. Situation monitored.
STU07311,Student is performing well. Situation monitored.
STU07312,Student expressed some stress regarding coursework. Action plan discussed.
STU07313,Needs to improve focus in class. Action plan discussed.
STU07314,Needs to improve focus in class. Follow-up required.
STU07315,"Discussed minor career goals, doing fine. Situation monitored."
STU07316,Good academic-social balance. Situation monitored.
STU07317,No further action needed. Situation monitored.
STU07318,No further action needed. Follow-up required.
STU07319,"Struggling slightly with core subjects, advised tutoring. Action plan discussed."
STU07320,No major issues reported. Action plan discussed.
STU07321,"Working too many part-time hours, neglecting studies. Follow-up required."
STU07322,"Struggling slightly with core subjects, advised tutoring. Situation monitored."
STU07323,"Working too many part-time hours, neglecting studies. Follow-up required."
STU07324,"Struggling slightly with core subjects, advised tutoring. Follow-up required."
STU07325,Emergency contact notified. Follow-up required.
STU07326,No major issues reported. Situation monitored.
STU07327,Mental health challenges affecting academics. Situation monitored.
STU07328,Emergency contact notified. Action plan discussed.
STU07329,Mental health challenges affecting academics. Action plan discussed.
STU07330,"Discussed minor career goals, doing fine. Action plan discussed."
STU07331,Student expressed some stress regarding coursework. Situation monitored.
STU07332,Severe lack of attendance. Unresponsive to emails. Action plan discussed.
STU07333,Participates actively in class. Situation monitored.
STU07334,Mental health challenges affecting academics. Action plan discussed.
STU07335,Family concerns mentioned briefly. Situation monitored.
STU07336,Occasional absence noted. Action plan discussed.
STU07337,Needs to improve focus in class. Situation monitored.
STU07338,Multiple backlogs. Demotivated. Action plan discussed.
STU07339,Monitor attendance next month. Situation monitored.
STU07340,No major issues reported. Situation monitored.
STU07341,Mental health challenges affecting academics. Follow-up required.
STU07342,No further action needed. Follow-up required.
STU07343,Family concerns mentioned briefly. Situation monitored.
STU07344,Participates actively in class. Situation monitored.
STU07345,Severe lack of attendance. Unresponsive to emails. Action plan discussed.
STU07346,No major issues reported. Situation monitored.
STU07347,"Struggling slightly with core subjects, advised tutoring. Action plan discussed."
STU07348,Student is performing well. Situation monitored.
STU07349,Discussed dropping out due to financial stress. Action plan discussed.
STU07350,"Struggling slightly with core subjects, advised tutoring. Follow-up required."
STU07351,Needs to improve focus in class. Follow-up required.
STU07352,Family concerns mentioned briefly. Follow-up required.
STU07353,Monitor attendance next month. Situation monitored.
STU07354,Family concerns mentioned briefly. Action plan discussed.
STU07355,Emergency contact notified. Action plan discussed.
STU07356,No major issues reported. Action plan discussed.
STU07357,Student is performing well. Situation monitored.
STU07358,Participates actively in class. Situation monitored.
STU07359,Needs to improve focus in class. Situation monitored.
STU07360,Participates actively in class. Situation monitored.
STU07361,No further action needed. Action plan discussed.
STU07362,"Discussed minor career goals, doing fine. Situation monitored."
STU07363,Needs to improve focus in class. Situation monitored.
STU07364,Good academic-social balance. Situation monitored.
STU07365,Good academic-social balance. Situation monitored.
STU07366,Participates actively in class. Situation monitored.
STU07367,"Struggling slightly with core subjects, advised tutoring. Situation monitored."
